project_id,task_id,template_id,task_name,start_date,end_date,owner,location,status,risk,sla_due,dependency
PROJ-00409,TASK-001498,TEMPLATE-009,Power Backup Setup - Testing,2025-03-21,2025-03-24,Autumn Olson DVM,Mumbai,Not Started,High,2025-03-30,TASK-001497
PROJ-00409,TASK-001499,TEMPLATE-009,Power Backup Setup - Handover,2025-03-21,2025-03-26,Randall Edwards,Bangalore,In Progress,Medium,2025-03-30,TASK-001498
PROJ-00410,TASK-001500,TEMPLATE-001,5G Tower Installation - Survey,2024-07-12,2024-07-14,Abigail Wilson,Hyderabad,Not Started,Low,2024-07-16,TASK-001499
PROJ-00410,TASK-001501,TEMPLATE-001,5G Tower Installation - Excavation,2024-07-12,2024-07-14,Lisa Sawyer,Mumbai,Completed,Low,2024-07-16,TASK-001500
PROJ-00410,TASK-001502,TEMPLATE-001,5G Tower Installation - Cable Laying,2024-07-12,2024-07-13,Dustin Larson,Bangalore,Delayed,High,2024-07-16,TASK-001501
PROJ-00410,TASK-001503,TEMPLATE-001,5G Tower Installation - Testing,2024-07-12,2024-07-14,Heather Parrish,Bangalore,Delayed,Medium,2024-07-16,TASK-001502
PROJ-00410,TASK-001504,TEMPLATE-001,5G Tower Installation - Handover,2024-07-12,2024-07-14,Bryan Joseph,Hyderabad,In Progress,High,2024-07-16,TASK-001503
PROJ-00411,TASK-001505,TEMPLATE-003,Site Acceptance Test - Survey,2024-09-15,2024-09-17,Jasmine Collins,Delhi,In Progress,High,2024-09-19,TASK-001504
PROJ-00411,TASK-001506,TEMPLATE-003,Site Acceptance Test - Excavation,2024-09-15,2024-09-17,James Strong,Chennai,Delayed,Low,2024-09-19,TASK-001505
PROJ-00411,TASK-001507,TEMPLATE-003,Site Acceptance Test - Cable Laying,2024-09-15,2024-09-17,Brittney Rodriguez,Delhi,In Progress,Low,2024-09-19,TASK-001506
PROJ-00412,TASK-001508,TEMPLATE-002,Fiber Trenching - Survey,2025-03-13,2025-03-24,Rebecca Adams,Mumbai,In Progress,High,2025-03-28,TASK-001507
PROJ-00412,TASK-001509,TEMPLATE-002,Fiber Trenching - Excavation,2025-03-13,2025-03-21,Rodney Baker,Bangalore,In Progress,Low,2025-03-28,TASK-001508
PROJ-00412,TASK-001510,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-03-13,2025-03-16,Chad Ellison,Bangalore,Delayed,High,2025-03-28,TASK-001509
PROJ-00413,TASK-001511,TEMPLATE-010,Site Acceptance Test - Survey,2025-05-02,2025-05-09,Kathryn Munoz,Hyderabad,In Progress,Medium,2025-05-14,TASK-001510
PROJ-00413,TASK-001512,TEMPLATE-010,Site Acceptance Test - Excavation,2025-05-02,2025-05-11,Edward Lowe,Bangalore,Delayed,Medium,2025-05-14,TASK-001511
PROJ-00413,TASK-001513,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-05-02,2025-05-08,Sarah Gardner MD,Delhi,In Progress,Medium,2025-05-14,TASK-001512
PROJ-00414,TASK-001514,TEMPLATE-010,Site Acceptance Test - Survey,2024-10-09,2024-10-10,Jesse Mcclure,Hyderabad,Delayed,High,2024-10-21,TASK-001513
PROJ-00414,TASK-001515,TEMPLATE-010,Site Acceptance Test - Excavation,2024-10-09,2024-10-13,Kimberly Brown,Hyderabad,Completed,Medium,2024-10-21,TASK-001514
PROJ-00414,TASK-001516,TEMPLATE-010,Site Acceptance Test - Cable Laying,2024-10-09,2024-10-18,Aaron Perez,Hyderabad,Completed,Low,2024-10-21,TASK-001515
PROJ-00415,TASK-001517,TEMPLATE-001,5G Tower Installation - Survey,2024-07-02,2024-07-04,Sarah Jacobson,Chennai,Not Started,High,2024-07-06,TASK-001516
PROJ-00415,TASK-001518,TEMPLATE-001,5G Tower Installation - Excavation,2024-07-02,2024-07-04,James Archer,Mumbai,In Progress,High,2024-07-06,TASK-001517
PROJ-00415,TASK-001519,TEMPLATE-001,5G Tower Installation - Cable Laying,2024-07-02,2024-07-04,Troy Allen,Bangalore,Not Started,High,2024-07-06,TASK-001518
PROJ-00415,TASK-001520,TEMPLATE-001,5G Tower Installation - Testing,2024-07-02,2024-07-03,Michael Wood,Delhi,Delayed,High,2024-07-06,TASK-001519
PROJ-00415,TASK-001521,TEMPLATE-001,5G Tower Installation - Handover,2024-07-02,2024-07-03,Eric Khan,Hyderabad,Completed,High,2024-07-06,TASK-001520
PROJ-00416,TASK-001522,TEMPLATE-001,5G Tower Installation - Survey,2024-11-09,2024-11-11,Sara Beltran,Hyderabad,Not Started,Medium,2024-11-13,TASK-001521
PROJ-00416,TASK-001523,TEMPLATE-001,5G Tower Installation - Excavation,2024-11-09,2024-11-11,Thomas Benjamin,Hyderabad,Delayed,High,2024-11-13,TASK-001522
PROJ-00416,TASK-001524,TEMPLATE-001,5G Tower Installation - Cable Laying,2024-11-09,2024-11-11,Desiree Ellis,Bangalore,Completed,Medium,2024-11-13,TASK-001523
PROJ-00416,TASK-001525,TEMPLATE-001,5G Tower Installation - Testing,2024-11-09,2024-11-11,Cody Marshall,Delhi,Not Started,High,2024-11-13,TASK-001524
PROJ-00416,TASK-001526,TEMPLATE-001,5G Tower Installation - Handover,2024-11-09,2024-11-11,James Mann,Hyderabad,Completed,Low,2024-11-13,TASK-001525
PROJ-00417,TASK-001527,TEMPLATE-008,Power Backup Setup - Survey,2024-08-06,2024-08-09,Scott Nunez,Delhi,Not Started,High,2024-08-11,TASK-001526
PROJ-00417,TASK-001528,TEMPLATE-008,Power Backup Setup - Excavation,2024-08-06,2024-08-08,Derek Miller,Hyderabad,Not Started,Medium,2024-08-11,TASK-001527
PROJ-00417,TASK-001529,TEMPLATE-008,Power Backup Setup - Cable Laying,2024-08-06,2024-08-08,Kristy Clark,Mumbai,In Progress,High,2024-08-11,TASK-001528
PROJ-00418,TASK-001530,TEMPLATE-002,Fiber Trenching - Survey,2024-07-19,2024-08-01,Kristina Ellis,Chennai,Completed,Low,2024-08-03,TASK-001529
PROJ-00418,TASK-001531,TEMPLATE-002,Fiber Trenching - Excavation,2024-07-19,2024-07-29,David Lopez,Chennai,Completed,Medium,2024-08-03,TASK-001530
PROJ-00418,TASK-001532,TEMPLATE-002,Fiber Trenching - Cable Laying,2024-07-19,2024-07-20,Laurie Hawkins,Mumbai,In Progress,High,2024-08-03,TASK-001531
PROJ-00419,TASK-001533,TEMPLATE-003,Site Acceptance Test - Survey,2024-11-04,2024-11-06,Jacqueline Hodges,Chennai,In Progress,Medium,2024-11-08,TASK-001532
PROJ-00419,TASK-001534,TEMPLATE-003,Site Acceptance Test - Excavation,2024-11-04,2024-11-05,Edgar Escobar,Bangalore,In Progress,High,2024-11-08,TASK-001533
PROJ-00419,TASK-001535,TEMPLATE-003,Site Acceptance Test - Cable Laying,2024-11-04,2024-11-05,Sarah Potter,Chennai,Not Started,Low,2024-11-08,TASK-001534
PROJ-00420,TASK-001536,TEMPLATE-010,Site Acceptance Test - Survey,2025-05-06,2025-05-09,Donna Gould,Bangalore,Delayed,Medium,2025-05-18,TASK-001535
PROJ-00420,TASK-001537,TEMPLATE-010,Site Acceptance Test - Excavation,2025-05-06,2025-05-10,Richard Lee,Bangalore,In Progress,Low,2025-05-18,TASK-001536
PROJ-00420,TASK-001538,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-05-06,2025-05-16,Joe Peterson,Chennai,Not Started,High,2025-05-18,TASK-001537
PROJ-00421,TASK-001539,TEMPLATE-005,RF Optimization - Survey,2025-03-12,2025-03-14,James Diaz,Mumbai,In Progress,Medium,2025-03-22,TASK-001538
PROJ-00421,TASK-001540,TEMPLATE-005,RF Optimization - Excavation,2025-03-12,2025-03-19,John Smith,Bangalore,Completed,Medium,2025-03-22,TASK-001539
PROJ-00421,TASK-001541,TEMPLATE-005,RF Optimization - Cable Laying,2025-03-12,2025-03-16,Gloria Campbell,Bangalore,Delayed,Medium,2025-03-22,TASK-001540
PROJ-00421,TASK-001542,TEMPLATE-005,RF Optimization - Testing,2025-03-12,2025-03-17,Emily White,Delhi,Delayed,Low,2025-03-22,TASK-001541
PROJ-00422,TASK-001543,TEMPLATE-005,RF Optimization - Survey,2025-05-23,2025-05-31,Robert Brown,Bangalore,Completed,High,2025-06-02,TASK-001542
PROJ-00422,TASK-001544,TEMPLATE-005,RF Optimization - Excavation,2025-05-23,2025-05-24,Tyler Bauer,Mumbai,Completed,Medium,2025-06-02,TASK-001543
PROJ-00422,TASK-001545,TEMPLATE-005,RF Optimization - Cable Laying,2025-05-23,2025-05-28,Dr. David Duncan MD,Chennai,Completed,Medium,2025-06-02,TASK-001544
PROJ-00422,TASK-001546,TEMPLATE-005,RF Optimization - Testing,2025-05-23,2025-05-25,William Miller,Chennai,Delayed,Medium,2025-06-02,TASK-001545
PROJ-00423,TASK-001547,TEMPLATE-004,Fiber Trenching - Survey,2024-11-26,2024-12-06,James Herrera,Delhi,Completed,High,2024-12-08,TASK-001546
PROJ-00423,TASK-001548,TEMPLATE-004,Fiber Trenching - Excavation,2024-11-26,2024-11-29,Debra Smith,Chennai,Not Started,High,2024-12-08,TASK-001547
PROJ-00423,TASK-001549,TEMPLATE-004,Fiber Trenching - Cable Laying,2024-11-26,2024-11-27,Laura Henry,Mumbai,Not Started,Medium,2024-12-08,TASK-001548
PROJ-00424,TASK-001550,TEMPLATE-002,Fiber Trenching - Survey,2024-12-29,2025-01-07,Douglas Simmons,Mumbai,Delayed,Medium,2025-01-13,TASK-001549
PROJ-00424,TASK-001551,TEMPLATE-002,Fiber Trenching - Excavation,2024-12-29,2025-01-02,Barbara Craig,Chennai,Completed,Low,2025-01-13,TASK-001550
PROJ-00424,TASK-001552,TEMPLATE-002,Fiber Trenching - Cable Laying,2024-12-29,2024-12-30,Shannon Kramer,Mumbai,Not Started,Low,2025-01-13,TASK-001551
PROJ-00425,TASK-001553,TEMPLATE-010,Site Acceptance Test - Survey,2025-01-20,2025-01-24,Troy Branch,Hyderabad,Not Started,High,2025-02-01,TASK-001552
PROJ-00425,TASK-001554,TEMPLATE-010,Site Acceptance Test - Excavation,2025-01-20,2025-01-22,Kaitlyn Stanley,Mumbai,In Progress,Medium,2025-02-01,TASK-001553
PROJ-00425,TASK-001555,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-01-20,2025-01-30,Gail Schwartz,Delhi,Not Started,High,2025-02-01,TASK-001554
PROJ-00426,TASK-001556,TEMPLATE-003,Site Acceptance Test - Survey,2025-03-21,2025-03-23,Amy Summers,Chennai,Delayed,High,2025-03-25,TASK-001555
PROJ-00426,TASK-001557,TEMPLATE-003,Site Acceptance Test - Excavation,2025-03-21,2025-03-22,Anthony Esparza,Bangalore,Completed,Medium,2025-03-25,TASK-001556
PROJ-00426,TASK-001558,TEMPLATE-003,Site Acceptance Test - Cable Laying,2025-03-21,2025-03-23,Karen Fox,Chennai,In Progress,Low,2025-03-25,TASK-001557
PROJ-00427,TASK-001559,TEMPLATE-005,RF Optimization - Survey,2025-01-07,2025-01-08,Joseph Cline,Bangalore,Delayed,Medium,2025-01-17,TASK-001558
PROJ-00427,TASK-001560,TEMPLATE-005,RF Optimization - Excavation,2025-01-07,2025-01-08,Patricia Mejia,Chennai,Completed,Low,2025-01-17,TASK-001559
PROJ-00427,TASK-001561,TEMPLATE-005,RF Optimization - Cable Laying,2025-01-07,2025-01-15,Barbara Clayton,Mumbai,Delayed,Low,2025-01-17,TASK-001560
PROJ-00427,TASK-001562,TEMPLATE-005,RF Optimization - Testing,2025-01-07,2025-01-14,Julie Kim,Delhi,Delayed,Low,2025-01-17,TASK-001561
PROJ-00428,TASK-001563,TEMPLATE-003,Site Acceptance Test - Survey,2024-09-10,2024-09-12,Cristina Guerra,Delhi,Not Started,Medium,2024-09-14,TASK-001562
PROJ-00428,TASK-001564,TEMPLATE-003,Site Acceptance Test - Excavation,2024-09-10,2024-09-12,Julie Wu,Mumbai,Not Started,Low,2024-09-14,TASK-001563
PROJ-00428,TASK-001565,TEMPLATE-003,Site Acceptance Test - Cable Laying,2024-09-10,2024-09-11,Stacy Davis,Hyderabad,Completed,Medium,2024-09-14,TASK-001564
PROJ-00429,TASK-001566,TEMPLATE-001,5G Tower Installation - Survey,2025-02-15,2025-02-17,Dawn Kaufman,Delhi,Not Started,Low,2025-02-19,TASK-001565
PROJ-00429,TASK-001567,TEMPLATE-001,5G Tower Installation - Excavation,2025-02-15,2025-02-17,David Meyer,Chennai,In Progress,High,2025-02-19,TASK-001566
PROJ-00429,TASK-001568,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-02-15,2025-02-17,Nicholas Knight,Bangalore,Not Started,High,2025-02-19,TASK-001567
PROJ-00429,TASK-001569,TEMPLATE-001,5G Tower Installation - Testing,2025-02-15,2025-02-17,Wendy Palmer,Bangalore,Delayed,Medium,2025-02-19,TASK-001568
PROJ-00429,TASK-001570,TEMPLATE-001,5G Tower Installation - Handover,2025-02-15,2025-02-16,Melanie Christensen,Hyderabad,In Progress,Low,2025-02-19,TASK-001569
PROJ-00430,TASK-001571,TEMPLATE-007,Site Acceptance Test - Survey,2025-01-28,2025-02-03,Meghan Kelly,Bangalore,Not Started,High,2025-02-06,TASK-001570
PROJ-00430,TASK-001572,TEMPLATE-007,Site Acceptance Test - Excavation,2025-01-28,2025-02-02,Jessica Cohen,Chennai,Completed,High,2025-02-06,TASK-001571
PROJ-00430,TASK-001573,TEMPLATE-007,Site Acceptance Test - Cable Laying,2025-01-28,2025-01-31,Teresa Anderson,Bangalore,Not Started,High,2025-02-06,TASK-001572
PROJ-00430,TASK-001574,TEMPLATE-007,Site Acceptance Test - Testing,2025-01-28,2025-02-03,Johnathan Duarte,Mumbai,Completed,High,2025-02-06,TASK-001573
PROJ-00430,TASK-001575,TEMPLATE-007,Site Acceptance Test - Handover,2025-01-28,2025-02-04,Jennifer Heath,Chennai,Not Started,Medium,2025-02-06,TASK-001574
PROJ-00431,TASK-001576,TEMPLATE-005,RF Optimization - Survey,2025-03-13,2025-03-17,Tommy Dyer,Delhi,Not Started,Medium,2025-03-23,TASK-001575
PROJ-00431,TASK-001577,TEMPLATE-005,RF Optimization - Excavation,2025-03-13,2025-03-17,Jaime Simpson,Chennai,Delayed,Low,2025-03-23,TASK-001576
PROJ-00431,TASK-001578,TEMPLATE-005,RF Optimization - Cable Laying,2025-03-13,2025-03-19,Monica Nguyen,Bangalore,Not Started,High,2025-03-23,TASK-001577
PROJ-00431,TASK-001579,TEMPLATE-005,RF Optimization - Testing,2025-03-13,2025-03-21,Billy Delacruz,Delhi,In Progress,Low,2025-03-23,TASK-001578
PROJ-00432,TASK-001580,TEMPLATE-004,Fiber Trenching - Survey,2024-12-12,2024-12-13,Regina Randall,Hyderabad,In Progress,Medium,2024-12-24,TASK-001579
PROJ-00432,TASK-001581,TEMPLATE-004,Fiber Trenching - Excavation,2024-12-12,2024-12-19,Jacob Smith,Mumbai,Completed,Medium,2024-12-24,TASK-001580
PROJ-00432,TASK-001582,TEMPLATE-004,Fiber Trenching - Cable Laying,2024-12-12,2024-12-21,Megan White,Bangalore,Not Started,Low,2024-12-24,TASK-001581
PROJ-00433,TASK-001583,TEMPLATE-006,Power Backup Setup - Survey,2024-10-13,2024-10-14,Robert Crawford,Chennai,Not Started,Medium,2024-10-29,TASK-001582
PROJ-00433,TASK-001584,TEMPLATE-006,Power Backup Setup - Excavation,2024-10-13,2024-10-15,Courtney Boone,Delhi,Delayed,High,2024-10-29,TASK-001583
PROJ-00433,TASK-001585,TEMPLATE-006,Power Backup Setup - Cable Laying,2024-10-13,2024-10-27,Ryan Lopez,Hyderabad,In Progress,High,2024-10-29,TASK-001584
PROJ-00434,TASK-001586,TEMPLATE-010,Site Acceptance Test - Survey,2024-12-27,2024-12-31,Susan Schneider,Mumbai,Not Started,High,2025-01-08,TASK-001585
PROJ-00434,TASK-001587,TEMPLATE-010,Site Acceptance Test - Excavation,2024-12-27,2024-12-30,Christine Hayes,Bangalore,Not Started,Medium,2025-01-08,TASK-001586
PROJ-00434,TASK-001588,TEMPLATE-010,Site Acceptance Test - Cable Laying,2024-12-27,2025-01-06,Helen Jacobs,Mumbai,In Progress,High,2025-01-08,TASK-001587
PROJ-00435,TASK-001589,TEMPLATE-003,Site Acceptance Test - Survey,2025-03-14,2025-03-15,Jose Stewart,Delhi,Not Started,Medium,2025-03-18,TASK-001588
PROJ-00435,TASK-001590,TEMPLATE-003,Site Acceptance Test - Excavation,2025-03-14,2025-03-15,John Sharp,Bangalore,In Progress,High,2025-03-18,TASK-001589
PROJ-00435,TASK-001591,TEMPLATE-003,Site Acceptance Test - Cable Laying,2025-03-14,2025-03-15,Andrew Oliver,Mumbai,Not Started,Medium,2025-03-18,TASK-001590
PROJ-00436,TASK-001592,TEMPLATE-010,Site Acceptance Test - Survey,2025-03-26,2025-04-05,Edward Duran,Delhi,Not Started,Low,2025-04-07,TASK-001591
PROJ-00436,TASK-001593,TEMPLATE-010,Site Acceptance Test - Excavation,2025-03-26,2025-04-02,Mr. John Mckinney,Chennai,Delayed,Medium,2025-04-07,TASK-001592
PROJ-00436,TASK-001594,TEMPLATE-010,Site Acceptance Test - Cable Laying,2025-03-26,2025-03-28,Stacey Walls,Hyderabad,In Progress,Medium,2025-04-07,TASK-001593
PROJ-00437,TASK-001595,TEMPLATE-004,Fiber Trenching - Survey,2025-01-19,2025-01-20,Janice Park,Hyderabad,In Progress,Medium,2025-01-31,TASK-001594
PROJ-00437,TASK-001596,TEMPLATE-004,Fiber Trenching - Excavation,2025-01-19,2025-01-21,Kristin Smith,Mumbai,Completed,Low,2025-01-31,TASK-001595
PROJ-00437,TASK-001597,TEMPLATE-004,Fiber Trenching - Cable Laying,2025-01-19,2025-01-26,Robert Nguyen,Delhi,Completed,High,2025-01-31,TASK-001596
PROJ-00438,TASK-001598,TEMPLATE-003,Site Acceptance Test - Survey,2024-08-24,2024-08-26,Mariah Ball,Delhi,Not Started,Low,2024-08-28,TASK-001597
PROJ-00438,TASK-001599,TEMPLATE-003,Site Acceptance Test - Excavation,2024-08-24,2024-08-25,David Butler,Hyderabad,Delayed,Low,2024-08-28,TASK-001598
PROJ-00438,TASK-001600,TEMPLATE-003,Site Acceptance Test - Cable Laying,2024-08-24,2024-08-25,Misty Tran,Bangalore,Not Started,Low,2024-08-28,TASK-001599
PROJ-00439,TASK-001601,TEMPLATE-001,5G Tower Installation - Survey,2025-05-17,2025-05-18,Steven Martin,Mumbai,Completed,Medium,2025-05-21,TASK-001600
PROJ-00439,TASK-001602,TEMPLATE-001,5G Tower Installation - Excavation,2025-05-17,2025-05-19,Erica Galloway,Delhi,In Progress,Low,2025-05-21,TASK-001601
PROJ-00439,TASK-001603,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-05-17,2025-05-19,Mark House,Hyderabad,Delayed,Medium,2025-05-21,TASK-001602
PROJ-00439,TASK-001604,TEMPLATE-001,5G Tower Installation - Testing,2025-05-17,2025-05-18,Morgan Smith,Delhi,Not Started,High,2025-05-21,TASK-001603
PROJ-00439,TASK-001605,TEMPLATE-001,5G Tower Installation - Handover,2025-05-17,2025-05-18,Jennifer Gonzalez,Bangalore,Not Started,High,2025-05-21,TASK-001604
PROJ-00440,TASK-001606,TEMPLATE-005,RF Optimization - Survey,2025-03-17,2025-03-23,Dennis Harris,Bangalore,Not Started,High,2025-03-27,TASK-001605
PROJ-00440,TASK-001607,TEMPLATE-005,RF Optimization - Excavation,2025-03-17,2025-03-21,Michelle Larson,Delhi,Not Started,High,2025-03-27,TASK-001606
PROJ-00440,TASK-001608,TEMPLATE-005,RF Optimization - Cable Laying,2025-03-17,2025-03-19,Bethany Mitchell,Hyderabad,Completed,High,2025-03-27,TASK-001607
PROJ-00440,TASK-001609,TEMPLATE-005,RF Optimization - Testing,2025-03-17,2025-03-21,Jessica Lopez,Bangalore,In Progress,Medium,2025-03-27,TASK-001608
PROJ-00441,TASK-001610,TEMPLATE-001,5G Tower Installation - Survey,2025-05-16,2025-05-17,Beth Cole,Mumbai,In Progress,High,2025-05-20,TASK-001609
PROJ-00441,TASK-001611,TEMPLATE-001,5G Tower Installation - Excavation,2025-05-16,2025-05-18,Kristina Townsend,Bangalore,In Progress,Low,2025-05-20,TASK-001610
PROJ-00441,TASK-001612,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-05-16,2025-05-17,Blake Carter,Mumbai,Completed,Medium,2025-05-20,TASK-001611
PROJ-00441,TASK-001613,TEMPLATE-001,5G Tower Installation - Testing,2025-05-16,2025-05-17,Nicole Allen,Bangalore,Completed,Medium,2025-05-20,TASK-001612
PROJ-00441,TASK-001614,TEMPLATE-001,5G Tower Installation - Handover,2025-05-16,2025-05-18,Harold Waters,Mumbai,Not Started,High,2025-05-20,TASK-001613
PROJ-00442,TASK-001615,TEMPLATE-001,5G Tower Installation - Survey,2024-07-26,2024-07-27,Brittany Jones,Delhi,Not Started,Medium,2024-07-30,TASK-001614
PROJ-00442,TASK-001616,TEMPLATE-001,5G Tower Installation - Excavation,2024-07-26,2024-07-27,David Campbell DDS,Mumbai,In Progress,High,2024-07-30,TASK-001615
PROJ-00442,TASK-001617,TEMPLATE-001,5G Tower Installation - Cable Laying,2024-07-26,2024-07-28,Allison Jordan,Hyderabad,Completed,Medium,2024-07-30,TASK-001616
PROJ-00442,TASK-001618,TEMPLATE-001,5G Tower Installation - Testing,2024-07-26,2024-07-27,Danielle Jenkins,Chennai,In Progress,Low,2024-07-30,TASK-001617
PROJ-00442,TASK-001619,TEMPLATE-001,5G Tower Installation - Handover,2024-07-26,2024-07-28,Susan Horton,Delhi,Not Started,Low,2024-07-30,TASK-001618
PROJ-00443,TASK-001620,TEMPLATE-007,Site Acceptance Test - Survey,2025-04-15,2025-04-22,Larry Harrington,Delhi,Delayed,Low,2025-04-24,TASK-001619
PROJ-00443,TASK-001621,TEMPLATE-007,Site Acceptance Test - Excavation,2025-04-15,2025-04-16,Courtney Williams,Bangalore,Delayed,Low,2025-04-24,TASK-001620
PROJ-00443,TASK-001622,TEMPLATE-007,Site Acceptance Test - Cable Laying,2025-04-15,2025-04-19,Briana Miller,Delhi,In Progress,High,2025-04-24,TASK-001621
PROJ-00443,TASK-001623,TEMPLATE-007,Site Acceptance Test - Testing,2025-04-15,2025-04-19,William Wheeler,Delhi,Delayed,Medium,2025-04-24,TASK-001622
PROJ-00443,TASK-001624,TEMPLATE-007,Site Acceptance Test - Handover,2025-04-15,2025-04-17,Jo Gonzalez,Bangalore,In Progress,High,2025-04-24,TASK-001623
PROJ-00444,TASK-001625,TEMPLATE-006,Power Backup Setup - Survey,2024-07-19,2024-07-24,Kevin Hill,Delhi,Completed,Low,2024-08-04,TASK-001624
PROJ-00444,TASK-001626,TEMPLATE-006,Power Backup Setup - Excavation,2024-07-19,2024-07-20,Jennifer Page,Hyderabad,Not Started,Medium,2024-08-04,TASK-001625
PROJ-00444,TASK-001627,TEMPLATE-006,Power Backup Setup - Cable Laying,2024-07-19,2024-07-22,Brian Johnson,Mumbai,Delayed,Medium,2024-08-04,TASK-001626
PROJ-00445,TASK-001628,TEMPLATE-007,Site Acceptance Test - Survey,2024-11-03,2024-11-05,Melanie Tran,Chennai,In Progress,Medium,2024-11-12,TASK-001627
PROJ-00445,TASK-001629,TEMPLATE-007,Site Acceptance Test - Excavation,2024-11-03,2024-11-08,Dominique Carter,Delhi,In Progress,High,2024-11-12,TASK-001628
PROJ-00445,TASK-001630,TEMPLATE-007,Site Acceptance Test - Cable Laying,2024-11-03,2024-11-08,Joseph Mercer,Delhi,Not Started,Medium,2024-11-12,TASK-001629
PROJ-00445,TASK-001631,TEMPLATE-007,Site Acceptance Test - Testing,2024-11-03,2024-11-10,Mary Kennedy,Hyderabad,Delayed,Low,2024-11-12,TASK-001630
PROJ-00445,TASK-001632,TEMPLATE-007,Site Acceptance Test - Handover,2024-11-03,2024-11-08,Robert Thomas,Bangalore,Delayed,Medium,2024-11-12,TASK-001631
PROJ-00446,TASK-001633,TEMPLATE-001,5G Tower Installation - Survey,2025-06-10,2025-06-12,Julian Miller,Delhi,In Progress,Medium,2025-06-14,TASK-001632
PROJ-00446,TASK-001634,TEMPLATE-001,5G Tower Installation - Excavation,2025-06-10,2025-06-12,Nicole Peters,Hyderabad,In Progress,High,2025-06-14,TASK-001633
PROJ-00446,TASK-001635,TEMPLATE-001,5G Tower Installation - Cable Laying,2025-06-10,2025-06-11,Peter Lopez,Hyderabad,Not Started,Medium,2025-06-14,TASK-001634
PROJ-00446,TASK-001636,TEMPLATE-001,5G Tower Installation - Testing,2025-06-10,2025-06-11,John Campos,Mumbai,Delayed,High,2025-06-14,TASK-001635
PROJ-00446,TASK-001637,TEMPLATE-001,5G Tower Installation - Handover,2025-06-10,2025-06-11,Wendy Figueroa,Bangalore,Delayed,Medium,2025-06-14,TASK-001636
PROJ-00447,TASK-001638,TEMPLATE-002,Fiber Trenching - Survey,2024-12-14,2024-12-22,Danielle Kennedy,Bangalore,In Progress,Low,2024-12-29,TASK-001637
PROJ-00447,TASK-001639,TEMPLATE-002,Fiber Trenching - Excavation,2024-12-14,2024-12-23,Megan Guerra,Mumbai,Delayed,Low,2024-12-29,TASK-001638
PROJ-00447,TASK-001640,TEMPLATE-002,Fiber Trenching - Cable Laying,2024-12-14,2024-12-17,Jessica Kim,Chennai,Completed,Low,2024-12-29,TASK-001639
PROJ-00448,TASK-001641,TEMPLATE-002,Fiber Trenching - Survey,2025-05-19,2025-05-20,Brent Thomas,Bangalore,Completed,Low,2025-06-03,TASK-001640
PROJ-00448,TASK-001642,TEMPLATE-002,Fiber Trenching - Excavation,2025-05-19,2025-05-31,Trevor Collins,Bangalore,Not Started,Medium,2025-06-03,TASK-001641
PROJ-00448,TASK-001643,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-05-19,2025-05-27,Elizabeth James,Delhi,Delayed,Low,2025-06-03,TASK-001642
PROJ-00449,TASK-001644,TEMPLATE-006,Power Backup Setup - Survey,2025-02-28,2025-03-11,Jesus Wall,Bangalore,Not Started,High,2025-03-16,TASK-001643
PROJ-00449,TASK-001645,TEMPLATE-006,Power Backup Setup - Excavation,2025-02-28,2025-03-02,Julia Kelly,Bangalore,Completed,High,2025-03-16,TASK-001644
PROJ-00449,TASK-001646,TEMPLATE-006,Power Backup Setup - Cable Laying,2025-02-28,2025-03-01,Peter Benitez,Chennai,Delayed,Medium,2025-03-16,TASK-001645
PROJ-00450,TASK-001647,TEMPLATE-010,Site Acceptance Test - Survey,2024-09-19,2024-09-28,Sandra Cole,Hyderabad,In Progress,High,2024-10-01,TASK-001646
PROJ-00450,TASK-001648,TEMPLATE-010,Site Acceptance Test - Excavation,2024-09-19,2024-09-21,Tammy Howard,Hyderabad,Completed,High,2024-10-01,TASK-001647
PROJ-00450,TASK-001649,TEMPLATE-010,Site Acceptance Test - Cable Laying,2024-09-19,2024-09-20,Dawn Wright,Hyderabad,Completed,Low,2024-10-01,TASK-001648
PROJ-00451,TASK-001650,TEMPLATE-002,Fiber Trenching - Survey,2025-02-08,2025-02-15,Nicholas Wolfe,Chennai,Delayed,High,2025-02-23,TASK-001649
PROJ-00451,TASK-001651,TEMPLATE-002,Fiber Trenching - Excavation,2025-02-08,2025-02-09,Michael Garcia,Chennai,Completed,Low,2025-02-23,TASK-001650
PROJ-00451,TASK-001652,TEMPLATE-002,Fiber Trenching - Cable Laying,2025-02-08,2025-02-19,Natasha Liu,Hyderabad,Not Started,High,2025-02-23,TASK-001651
PROJ-00452,TASK-001653,TEMPLATE-004,Fiber Trenching - Survey,2025-06-30,2025-07-03,Margaret Berry,Chennai,In Progress,High,2025-07-12,TASK-001652
PROJ-00452,TASK-001654,TEMPLATE-004,Fiber Trenching - Excavation,2025-06-30,2025-07-02,Eric Perez,Bangalore,In Progress,High,2025-07-12,TASK-001653
